RetentionID,UserID,MonthlyActive,DaysSinceLastActivity,LifetimeValue,ChurnRisk
1684,1684,Y,76,915.63,Low
1685,1685,Y,28,722.75,High
1686,1686,Y,7,994.8,Medium
1687,1687,Y,49,115.99,Medium
1688,1688,Y,9,20.19,Medium
1689,1689,N,70,122.38,Low
1690,1690,Y,63,344.59,High
1691,1691,Y,71,836.95,Medium
1692,1692,N,43,662.42,High
1693,1693,Y,63,935.46,Medium
1694,1694,Y,65,277.44,Low
1695,1695,Y,3,417.43,High
1696,1696,Y,37,112.64,Medium
1697,1697,N,58,816.24,Low
1698,1698,Y,44,114.94,Medium
1699,1699,Y,34,406.91,Low
1700,1700,Y,46,806.25,Low
1701,1701,N,23,761.66,Medium
1702,1702,Y,13,563.28,Low
1703,1703,Y,54,49.14,High
1704,1704,Y,12,446.2,High
1705,1705,Y,20,33.88,Medium
1706,1706,N,44,502.22,High
1707,1707,Y,40,542.7,High
1708,1708,Y,65,785.38,Low
1709,1709,Y,57,289.13,Medium
1710,1710,Y,39,655.06,Low
1711,1711,N,82,575.75,High
1712,1712,Y,38,60.21,High
1713,1713,Y,57,58.3,High
1714,1714,Y,89,585.69,High
1715,1715,Y,66,55.03,Low
1716,1716,Y,52,569.83,Low
1717,1717,Y,12,59.59,Low
1718,1718,Y,16,929.33,Low
1719,1719,Y,38,209.52,Low
1720,1720,Y,15,68.21,Low
1721,1721,Y,72,250.68,High
1722,1722,Y,23,382.4,Low
1723,1723,N,5,750.21,Low
1724,1724,N,4,975.7,Medium
1725,1725,Y,83,748.72,Low
1726,1726,Y,40,221.55,Medium
1727,1727,Y,81,766.88,Low
1728,1728,Y,75,548.42,Medium
1729,1729,Y,83,257.75,Medium
1730,1730,Y,40,845.09,Low
1731,1731,Y,51,777.43,Low
1732,1732,Y,13,75.39,High
1733,1733,Y,78,959.47,High
1734,1734,N,58,657.13,Low
1735,1735,Y,66,310.39,Medium
1736,1736,N,32,50.09,High
1737,1737,Y,39,562.86,High
1738,1738,N,62,589.5,Medium
1739,1739,Y,18,458.36,Medium
1740,1740,Y,80,76.91,High
1741,1741,Y,2,566.41,Low
1742,1742,Y,76,629.23,Medium
1743,1743,Y,3,65.89,Medium
1744,1744,Y,86,206.74,Low
1745,1745,Y,53,324.8,Low
1746,1746,Y,25,467.49,High
1747,1747,Y,63,724.23,Medium
1748,1748,Y,89,541.1,Low
1749,1749,Y,35,938.81,Medium
1750,1750,Y,60,915.64,High
1751,1751,Y,60,517.75,Low
1752,1752,Y,29,799.05,Low
1753,1753,Y,66,795.39,Low
1754,1754,Y,84,317.06,High
1755,1755,Y,15,582.18,High
1756,1756,N,55,928.1,High
1757,1757,Y,59,248.62,Low
1758,1758,Y,1,842.53,Medium
1759,1759,Y,88,582.07,High
1760,1760,Y,49,456.15,Low
1761,1761,Y,1,159.89,High
1762,1762,N,63,984.93,Low
1763,1763,Y,21,232.15,Low
1764,1764,Y,31,848.93,Medium
1765,1765,Y,36,157.29,High
1766,1766,Y,13,220.97,High
1767,1767,Y,45,304.09,Low
1768,1768,Y,3,144.8,High
1769,1769,Y,1,456.31,Medium
1770,1770,Y,71,522.68,Low
1771,1771,N,19,717.52,High
1772,1772,Y,18,348.98,High
1773,1773,Y,54,375.12,Low
1774,1774,Y,80,619.94,Low
1775,1775,N,43,626.02,Low
1776,1776,Y,88,290.07,Low
1777,1777,Y,70,759.65,Medium
1778,1778,Y,2,375.19,High
1779,1779,N,64,453.74,Medium
1780,1780,Y,32,585.34,Low
1781,1781,Y,12,411.99,Low
1782,1782,Y,35,441.96,High
1783,1783,Y,1,412.76,High
1784,1784,Y,9,450.28,Low
1785,1785,N,35,840.45,High
1786,1786,Y,31,168.8,Medium
1787,1787,Y,74,721.26,High
1788,1788,Y,2,453.43,Medium
1789,1789,Y,43,44.97,Medium
1790,1790,Y,12,66.39,Medium
1791,1791,Y,31,564.42,Low
1792,1792,N,48,450.14,Low
1793,1793,N,81,553.53,Medium
1794,1794,Y,24,142.03,Low
1795,1795,Y,24,899.09,Medium
1796,1796,Y,51,434.55,Medium
1797,1797,Y,66,631.56,High
1798,1798,Y,22,314.96,Low
1799,1799,Y,79,624.47,Low
1800,1800,Y,69,557.78,High
1801,1801,Y,34,794.27,Low
1802,1802,Y,68,185.77,Low
1803,1803,Y,49,697.91,High
1804,1804,N,27,456.92,Low
1805,1805,Y,84,306.95,High
1806,1806,Y,42,719.9,Low
1807,1807,Y,61,680.19,Low
1808,1808,N,46,619.16,High
1809,1809,Y,34,638.75,High
1810,1810,Y,12,634.32,High
1811,1811,Y,60,267.63,High
1812,1812,Y,53,354.32,Medium
1813,1813,N,9,870.81,Medium
1814,1814,Y,51,333.3,Low
1815,1815,Y,11,969.58,Medium
1816,1816,N,51,510.41,High
1817,1817,Y,17,983.34,High
1818,1818,Y,31,883.92,Low
1819,1819,Y,47,416.32,Low
1820,1820,Y,42,148.31,Medium
1821,1821,Y,36,66.59,Low
1822,1822,Y,14,659.14,Medium
1823,1823,Y,83,378.15,Low
1824,1824,Y,9,43.65,High
1825,1825,Y,45,979.97,High
1826,1826,Y,72,385.44,Low
1827,1827,Y,39,878.78,Low
1828,1828,Y,15,981.78,Low
1829,1829,N,32,312.18,Low
1830,1830,Y,3,568.82,High
1831,1831,Y,36,168.24,High
1832,1832,Y,67,540.64,Low
1833,1833,Y,44,437.04,Medium
1834,1834,Y,79,107.77,Low
1835,1835,Y,73,87.33,High
1836,1836,Y,42,128.25,Medium
1837,1837,N,10,511.68,High
1838,1838,Y,2,563.38,High
1839,1839,Y,32,569.61,Low
1840,1840,Y,84,828.49,Low
1841,1841,Y,41,936.76,Medium
1842,1842,Y,53,15.01,Low
1843,1843,Y,9,937.83,High
1844,1844,N,60,183.05,High
1845,1845,Y,74,350.86,Medium
1846,1846,N,67,591.52,High
1847,1847,Y,19,514.91,Low
1848,1848,Y,71,315.87,High
1849,1849,Y,58,444.22,Medium
1850,1850,Y,41,657.33,Medium
1851,1851,N,69,791.09,Low
1852,1852,N,61,347.83,Low
1853,1853,N,14,687.26,Medium
1854,1854,Y,66,173.27,Medium
1855,1855,Y,46,368.0,Medium
1856,1856,Y,12,949.04,Medium
1857,1857,Y,33,565.36,Low
1858,1858,N,58,972.97,Low
1859,1859,N,45,302.84,Low
1860,1860,N,69,390.23,Medium
1861,1861,Y,81,117.75,High
1862,1862,N,37,258.52,High
1863,1863,Y,21,93.38,High
1864,1864,Y,77,209.32,Low
1865,1865,Y,72,559.31,Medium
1866,1866,N,85,547.58,Medium
1867,1867,Y,6,144.93,Low
1868,1868,N,80,285.65,Low
1869,1869,Y,29,735.01,Medium
1870,1870,Y,25,743.02,Low
1871,1871,Y,42,696.16,Medium
1872,1872,Y,84,199.96,High
1873,1873,Y,30,836.82,High
1874,1874,Y,29,559.7,Medium
1875,1875,Y,68,461.14,Low
1876,1876,Y,66,452.26,Low
1877,1877,Y,16,546.43,High
1878,1878,N,47,863.96,Low
1879,1879,Y,59,599.28,Low
1880,1880,Y,54,653.62,High
1881,1881,Y,43,18.36,Low
1882,1882,Y,63,96.61,Low
1883,1883,N,62,301.23,Low
1884,1884,Y,9,810.66,Medium
1885,1885,Y,57,378.3,Medium
1886,1886,Y,84,450.25,High
1887,1887,Y,17,127.29,Low
1888,1888,Y,73,771.35,Low
1889,1889,Y,57,801.09,Low
1890,1890,Y,2,30.71,Medium
1891,1891,Y,56,351.5,Medium
1892,1892,N,58,325.34,High
1893,1893,Y,9,609.91,High
1894,1894,Y,50,374.57,Low
1895,1895,Y,3,918.61,Low
1896,1896,N,10,88.21,Low
1897,1897,Y,50,341.37,Low
1898,1898,N,14,368.31,Low
1899,1899,Y,11,755.38,High
1900,1900,Y,77,948.26,High
1901,1901,Y,33,566.51,High
1902,1902,Y,77,723.18,Medium
1903,1903,Y,88,195.75,Low
1904,1904,Y,54,656.13,High
1905,1905,N,73,483.63,High
1906,1906,Y,13,854.53,Low
1907,1907,Y,27,674.25,High
1908,1908,Y,76,238.93,Low
1909,1909,Y,12,770.51,Low
1910,1910,N,88,197.32,Low
1911,1911,Y,38,475.94,Low
1912,1912,Y,56,33.08,High
1913,1913,Y,24,986.13,Low
1914,1914,Y,30,296.69,High
1915,1915,Y,47,759.34,High
1916,1916,Y,57,730.36,Low
1917,1917,Y,60,90.67,High
1918,1918,Y,3,216.8,Low
1919,1919,Y,11,398.96,High
1920,1920,Y,41,900.49,Low
1921,1921,Y,39,959.12,High
1922,1922,Y,70,494.61,Low
1923,1923,Y,70,189.38,Low
1924,1924,Y,6,748.56,High
1925,1925,Y,16,750.41,Medium
1926,1926,Y,10,353.62,Low
1927,1927,Y,65,395.56,High
1928,1928,Y,22,381.16,High
1929,1929,Y,88,607.91,Medium
1930,1930,Y,45,553.1,Low
1931,1931,Y,23,288.95,High
1932,1932,Y,39,102.3,Low
1933,1933,Y,49,929.6,High
1934,1934,Y,89,985.06,Medium
1935,1935,Y,69,591.94,Medium
1936,1936,N,27,427.09,Low
1937,1937,Y,22,396.0,High
1938,1938,N,46,167.15,Low
1939,1939,Y,27,675.48,Medium
1940,1940,Y,18,360.97,Low
1941,1941,Y,53,385.2,Medium
1942,1942,Y,43,381.81,High
1943,1943,Y,34,730.06,Low
1944,1944,Y,58,819.81,Medium
1945,1945,Y,28,666.26,Medium
1946,1946,Y,77,626.27,High
1947,1947,Y,89,504.76,Low
1948,1948,N,32,660.91,Medium
1949,1949,Y,53,115.39,Low
1950,1950,Y,14,612.49,Low
1951,1951,Y,44,690.23,Medium
1952,1952,Y,61,509.74,Low
1953,1953,Y,82,90.1,High
1954,1954,Y,39,77.87,Medium
1955,1955,Y,54,959.72,High
1956,1956,N,57,946.17,High
1957,1957,Y,5,853.25,Low
1958,1958,N,87,759.66,High
1959,1959,N,72,52.26,High
1960,1960,Y,63,923.24,High
1961,1961,Y,47,348.49,High
1962,1962,Y,54,751.4,Low
1963,1963,N,22,768.73,Low
1964,1964,Y,18,262.4,Low
1965,1965,Y,33,371.07,High
1966,1966,Y,38,242.84,High
1967,1967,Y,13,728.67,Medium
1968,1968,Y,67,433.43,Medium
1969,1969,Y,37,456.92,Medium
1970,1970,Y,49,983.99,Low
1971,1971,Y,87,236.73,Low
1972,1972,Y,45,38.59,Low
1973,1973,Y,56,714.95,Low
1974,1974,Y,60,833.83,Low
1975,1975,Y,6,259.37,High
1976,1976,Y,16,93.22,Low
1977,1977,N,52,712.1,Low
1978,1978,N,17,462.6,Medium
1979,1979,Y,10,522.68,High
1980,1980,Y,38,466.21,High
1981,1981,Y,73,187.11,Low
1982,1982,Y,65,271.78,Medium
1983,1983,Y,73,972.66,Low
1984,1984,Y,82,195.42,High
1985,1985,Y,46,52.54,Medium
1986,1986,Y,5,90.51,High
1987,1987,Y,34,590.78,High
1988,1988,N,24,305.26,High
1989,1989,Y,35,961.4,High
1990,1990,N,18,738.54,Medium
1991,1991,Y,61,56.27,Medium
1992,1992,Y,72,830.96,High
1993,1993,N,56,762.77,High
1994,1994,Y,73,297.1,Low
1995,1995,N,54,995.26,Low
1996,1996,Y,71,844.91,Medium
1997,1997,Y,73,939.38,Low
1998,1998,Y,36,647.73,High
1999,1999,Y,47,764.75,Medium
2000,2000,Y,46,972.89,High
2001,2001,Y,76,37.74,Low
2002,2002,N,14,740.0,Low
2003,2003,Y,17,199.76,High
2004,2004,N,32,849.21,Low
2005,2005,Y,57,875.85,Low
2006,2006,Y,28,781.21,Low
2007,2007,Y,42,70.87,High
2008,2008,Y,49,283.41,Low
2009,2009,Y,87,919.03,Medium
2010,2010,Y,69,771.94,Low
2011,2011,Y,48,546.96,Low
2012,2012,Y,33,34.37,Low
2013,2013,N,37,881.39,Low
2014,2014,Y,52,196.81,High
2015,2015,Y,45,175.71,Low
2016,2016,N,44,495.32,High
2017,2017,N,9,349.81,Low
2018,2018,Y,1,146.94,Low
2019,2019,Y,40,407.08,Medium
2020,2020,Y,55,445.15,Low
2021,2021,Y,0,798.35,Medium
2022,2022,Y,61,995.35,Low
2023,2023,Y,73,449.37,Low
2024,2024,N,26,454.43,High
2025,2025,Y,1,507.74,Medium
2026,2026,Y,4,547.24,Low
2027,2027,Y,60,583.28,Low
2028,2028,N,75,313.14,Low
2029,2029,Y,34,872.6,High
2030,2030,Y,80,420.41,Low
2031,2031,Y,19,266.0,High
2032,2032,Y,74,156.3,High
2033,2033,Y,83,525.67,Low
2034,2034,Y,75,412.02,Low
2035,2035,N,46,584.14,Medium
2036,2036,N,18,13.76,Low
2037,2037,Y,57,992.61,High
2038,2038,N,31,671.11,Low
2039,2039,Y,41,393.34,Low
2040,2040,Y,8,219.67,Medium
2041,2041,N,58,242.01,Medium
2042,2042,Y,39,537.78,Low
2043,2043,Y,58,655.68,High
2044,2044,Y,7,870.94,High
2045,2045,Y,73,492.54,Low
2046,2046,Y,28,926.48,Low
2047,2047,Y,20,213.27,Medium
2048,2048,N,45,245.65,Low
2049,2049,Y,64,880.78,Low
2050,2050,Y,44,496.62,Low
2051,2051,N,46,812.52,Low
2052,2052,Y,41,680.73,Low
2053,2053,Y,36,459.53,Medium
2054,2054,Y,83,534.26,Medium
2055,2055,Y,70,865.14,Medium
2056,2056,Y,39,762.08,High
2057,2057,N,73,993.1,Low
2058,2058,Y,12,216.56,Low
2059,2059,Y,25,118.66,High
2060,2060,Y,89,283.3,High
2061,2061,N,41,784.32,Low
2062,2062,N,68,761.36,Low
2063,2063,Y,89,333.3,Low
2064,2064,Y,84,763.28,High
2065,2065,Y,39,207.05,Medium
2066,2066,Y,1,486.25,High
2067,2067,Y,52,220.37,High
2068,2068,Y,0,542.83,Low
2069,2069,Y,0,630.14,High
2070,2070,Y,5,839.1,Low
2071,2071,Y,19,757.26,High
2072,2072,N,69,126.97,Low
2073,2073,Y,2,179.48,Medium
2074,2074,Y,74,559.9,Medium
2075,2075,Y,50,893.78,High
2076,2076,N,84,29.57,High
2077,2077,Y,49,911.0,High
2078,2078,Y,16,533.74,Low
2079,2079,Y,30,382.49,High
2080,2080,Y,18,383.35,Low
2081,2081,Y,36,476.22,Low
2082,2082,Y,84,261.98,Low
2083,2083,Y,39,550.91,High
2084,2084,Y,0,187.85,Medium
2085,2085,Y,14,698.95,Low
2086,2086,Y,87,438.21,High
2087,2087,N,20,607.53,High
2088,2088,Y,28,612.6,Low
2089,2089,Y,11,878.13,High
2090,2090,N,87,188.66,Low
2091,2091,Y,71,894.0,Low
2092,2092,N,12,970.97,Medium
2093,2093,N,10,781.36,High
2094,2094,N,57,228.8,Low
2095,2095,Y,73,475.44,Low
2096,2096,Y,41,460.17,High
2097,2097,N,46,657.08,Medium
2098,2098,Y,40,877.04,Low
2099,2099,Y,5,846.02,High
2100,2100,Y,6,542.4,Medium
2101,2101,Y,24,787.35,Low
2102,2102,N,60,829.32,Low
2103,2103,N,73,385.15,Low
2104,2104,Y,1,963.07,High
2105,2105,Y,84,215.21,High
2106,2106,Y,29,481.57,Low
2107,2107,Y,78,399.17,High
2108,2108,N,2,586.03,High
2109,2109,Y,8,980.67,Low
2110,2110,Y,25,265.97,Low
2111,2111,N,25,330.54,High
2112,2112,N,89,862.38,High
2113,2113,Y,7,664.02,Low
2114,2114,Y,0,277.17,Low
2115,2115,Y,51,91.39,Medium
2116,2116,Y,64,668.23,Low
2117,2117,Y,31,679.85,High
2118,2118,N,37,715.65,High
2119,2119,Y,22,920.53,Low
2120,2120,N,24,578.36,Low
2121,2121,Y,37,448.63,Low
2122,2122,Y,23,252.76,Low
2123,2123,Y,5,59.26,Low
2124,2124,Y,76,543.47,High
2125,2125,Y,13,578.85,Low
2126,2126,Y,72,578.15,Low
2127,2127,Y,76,100.37,Low
2128,2128,Y,30,96.45,Medium
2129,2129,Y,38,687.76,High
2130,2130,Y,88,33.46,Low
2131,2131,Y,81,440.92,High
2132,2132,Y,15,460.91,Low
2133,2133,N,77,247.7,High
2134,2134,Y,41,879.87,Low
2135,2135,Y,58,865.1,Medium
2136,2136,Y,28,134.56,Medium
2137,2137,N,15,682.34,Low
2138,2138,Y,5,461.45,Medium
2139,2139,N,42,811.8,High
2140,2140,Y,16,411.1,Low
2141,2141,Y,66,926.34,High
2142,2142,N,50,142.68,High
2143,2143,Y,43,667.21,Low
2144,2144,N,9,409.81,Medium
2145,2145,Y,89,822.11,Low
2146,2146,Y,36,483.82,High
2147,2147,Y,13,208.85,Medium
2148,2148,Y,66,562.68,Low
2149,2149,Y,29,722.72,Low
2150,2150,Y,7,479.55,High
2151,2151,Y,31,301.87,Low
2152,2152,Y,53,344.97,High
2153,2153,Y,72,669.02,Low
2154,2154,Y,32,526.13,Low
2155,2155,Y,6,282.32,Low
2156,2156,Y,11,546.71,Low
2157,2157,N,65,790.97,Low
2158,2158,Y,6,825.16,Low
2159,2159,Y,40,54.61,Low
2160,2160,Y,14,251.38,Medium
2161,2161,Y,6,866.36,Medium
2162,2162,Y,40,820.75,High
2163,2163,Y,10,16.49,Low
2164,2164,N,19,488.3,Medium
2165,2165,Y,51,54.58,High
2166,2166,Y,0,338.91,Medium
2167,2167,Y,19,726.67,Low
2168,2168,Y,49,521.57,High
2169,2169,Y,44,703.28,Low
2170,2170,N,22,660.46,High
2171,2171,Y,39,154.62,Low
2172,2172,Y,22,657.9,Medium
2173,2173,Y,3,737.64,High
2174,2174,Y,76,751.72,Medium
2175,2175,Y,66,981.62,Medium
2176,2176,N,44,837.6,High
2177,2177,Y,55,284.47,Low
2178,2178,Y,80,264.32,Low
2179,2179,Y,32,916.67,High
2180,2180,Y,0,895.81,High
2181,2181,Y,7,103.29,Low
2182,2182,N,47,17.7,Low
2183,2183,Y,73,372.26,Low
2184,2184,Y,28,307.22,Medium
2185,2185,Y,11,294.42,High
2186,2186,N,18,181.08,Medium
2187,2187,Y,27,243.93,Medium
2188,2188,Y,83,562.87,Medium
2189,2189,Y,67,178.73,Low
2190,2190,Y,10,785.55,Low
2191,2191,Y,44,16.56,Medium
2192,2192,Y,62,563.91,High
2193,2193,Y,4,802.24,High
2194,2194,Y,28,875.48,High
2195,2195,Y,37,348.72,Low
2196,2196,Y,26,38.55,Low
2197,2197,N,54,400.41,Low
2198,2198,Y,53,460.59,Low
2199,2199,Y,13,356.85,Low
2200,2200,N,82,313.2,High
2201,2201,Y,73,861.15,Medium
2202,2202,Y,80,775.66,High
2203,2203,Y,52,496.3,Low
2204,2204,Y,20,734.22,Low
2205,2205,Y,12,925.0,Low
2206,2206,Y,34,709.83,High
2207,2207,Y,61,496.19,Low
2208,2208,Y,76,135.9,Medium
2209,2209,Y,9,726.18,Low
2210,2210,Y,38,296.7,Medium
2211,2211,Y,64,918.57,High
2212,2212,Y,36,401.24,High
2213,2213,Y,83,477.75,Low
2214,2214,N,14,384.09,High
2215,2215,Y,56,111.88,Low
2216,2216,Y,76,863.55,Medium
2217,2217,Y,15,635.59,Low
2218,2218,Y,51,36.42,Low
2219,2219,Y,6,20.47,High
2220,2220,N,12,298.95,High
2221,2221,Y,0,671.94,High
2222,2222,Y,70,982.12,Medium
2223,2223,Y,34,854.7,High
2224,2224,N,73,10.28,Low
2225,2225,Y,15,273.47,Low
2226,2226,Y,41,545.57,Low
2227,2227,Y,23,794.44,Low
2228,2228,Y,43,437.0,Low
2229,2229,Y,70,464.6,Low
2230,2230,Y,69,135.04,High
2231,2231,Y,22,470.56,High
2232,2232,N,80,311.81,Low
2233,2233,Y,78,174.09,High
2234,2234,Y,50,386.17,Low
2235,2235,Y,8,83.82,Low
2236,2236,Y,62,268.54,Medium
2237,2237,Y,19,910.12,Low
2238,2238,N,4,218.93,Medium
2239,2239,N,1,510.07,High
2240,2240,Y,4,323.93,High
2241,2241,Y,2,162.99,Medium
2242,2242,Y,9,839.41,Low
2243,2243,Y,19,288.97,Low
2244,2244,Y,30,902.2,High
2245,2245,Y,84,307.29,Low
2246,2246,Y,4,166.53,High
2247,2247,Y,37,549.68,High
2248,2248,Y,79,374.66,High
2249,2249,Y,59,32.63,Low
2250,2250,N,15,284.09,Low
2251,2251,Y,8,90.36,High
2252,2252,Y,13,566.4,Low
2253,2253,N,82,553.85,Low
2254,2254,Y,80,640.3,Low
2255,2255,Y,40,214.71,Low
2256,2256,N,67,578.56,Medium
2257,2257,Y,51,401.13,High
2258,2258,Y,46,966.27,High
2259,2259,Y,29,677.82,Low
2260,2260,N,89,189.54,Low
2261,2261,Y,44,188.47,High
2262,2262,Y,76,863.89,High
2263,2263,Y,84,62.24,High
2264,2264,Y,38,82.27,High
2265,2265,Y,8,579.23,Medium
2266,2266,Y,47,66.57,Medium
2267,2267,Y,21,961.49,Medium
2268,2268,Y,48,992.3,Medium
2269,2269,Y,28,668.19,Low
2270,2270,N,23,244.83,High
2271,2271,Y,64,338.66,High
2272,2272,Y,37,288.92,Low
2273,2273,Y,55,970.45,High
2274,2274,N,72,274.74,Medium
2275,2275,Y,72,532.1,Low
2276,2276,Y,18,144.9,Low
2277,2277,Y,74,359.51,Medium
2278,2278,Y,28,977.28,High
2279,2279,Y,1,459.38,High
2280,2280,Y,32,236.35,Low
2281,2281,Y,56,207.41,Low
2282,2282,Y,15,337.83,Low
2283,2283,N,22,101.5,High
2284,2284,Y,37,591.23,Medium
2285,2285,Y,66,565.85,High
2286,2286,Y,83,484.19,High
2287,2287,Y,9,465.77,High
2288,2288,Y,70,862.32,High
2289,2289,Y,58,305.11,Medium
2290,2290,Y,26,20.51,High
2291,2291,Y,14,342.48,Medium
2292,2292,Y,66,329.53,Low
2293,2293,Y,29,266.68,High
2294,2294,Y,15,236.13,High
2295,2295,Y,80,496.44,Medium
2296,2296,Y,33,516.27,Low
2297,2297,Y,45,541.96,Medium
2298,2298,N,41,199.34,Medium
2299,2299,N,80,260.99,Low
2300,2300,Y,16,921.88,Low
2301,2301,N,79,381.86,Low
2302,2302,Y,7,178.86,Low
2303,2303,Y,77,350.44,Medium
2304,2304,Y,66,830.13,High
2305,2305,Y,34,717.26,Medium
2306,2306,N,82,80.27,High
2307,2307,Y,86,727.45,Low
2308,2308,Y,39,341.13,High
2309,2309,Y,39,231.63,Medium
2310,2310,Y,75,285.11,Low
2311,2311,Y,6,478.68,Medium
2312,2312,Y,53,574.71,High
2313,2313,N,24,864.64,High
2314,2314,Y,13,325.09,Low
2315,2315,Y,47,633.48,Low
2316,2316,Y,58,671.56,Low
2317,2317,Y,66,842.53,High
2318,2318,N,17,307.6,High
2319,2319,Y,89,793.94,Low
2320,2320,Y,34,514.17,Low
2321,2321,Y,4,441.02,Low
2322,2322,Y,2,811.65,Low
2323,2323,N,59,96.63,High
2324,2324,N,79,479.51,Low
2325,2325,Y,83,240.27,Low
2326,2326,Y,8,386.42,Low
2327,2327,Y,76,316.81,High
2328,2328,N,0,181.84,High
2329,2329,Y,83,953.77,High
2330,2330,Y,66,879.8,Medium
2331,2331,Y,84,206.2,Medium
2332,2332,Y,7,683.9,Medium
2333,2333,Y,46,237.26,High
2334,2334,Y,27,733.92,Medium
2335,2335,N,4,515.11,Low
2336,2336,Y,29,651.74,Low
2337,2337,Y,23,843.77,High
2338,2338,Y,2,598.09,Medium
2339,2339,Y,86,214.33,High
2340,2340,Y,61,404.12,High
2341,2341,N,23,235.03,Low
2342,2342,N,27,695.75,Medium
2343,2343,Y,76,82.07,High
2344,2344,Y,36,396.55,Low
2345,2345,N,1,758.03,Medium
2346,2346,N,7,607.02,High
2347,2347,Y,66,503.46,Low
2348,2348,Y,1,251.43,Medium
2349,2349,Y,27,773.94,High
2350,2350,Y,43,879.72,High
2351,2351,Y,52,427.44,Medium
2352,2352,Y,31,138.09,High
2353,2353,Y,71,598.16,Medium
2354,2354,N,8,905.08,Low
2355,2355,Y,60,556.87,Low
2356,2356,Y,3,610.22,High
2357,2357,Y,63,255.87,High
2358,2358,Y,27,302.12,High
2359,2359,Y,35,104.44,Low
2360,2360,Y,16,685.78,High
2361,2361,Y,50,381.73,Medium
2362,2362,Y,47,305.56,Low
2363,2363,Y,49,352.26,Medium
2364,2364,N,86,197.09,High
2365,2365,N,89,926.8,Low
2366,2366,Y,45,980.64,Medium
2367,2367,N,84,326.16,Medium
2368,2368,N,52,252.12,Low
2369,2369,Y,23,620.64,Low
2370,2370,Y,23,500.32,Medium
2371,2371,Y,66,684.65,High
2372,2372,Y,41,196.87,Medium
2373,2373,Y,43,65.87,Low
2374,2374,Y,56,744.25,Medium
2375,2375,N,60,527.69,Medium
2376,2376,N,21,739.21,Medium
2377,2377,Y,70,260.29,High
2378,2378,Y,86,785.26,Medium
2379,2379,Y,29,810.49,Low
2380,2380,Y,56,898.63,High
2381,2381,Y,5,795.09,Low
2382,2382,Y,39,370.97,Low
2383,2383,Y,4,679.39,Medium
2384,2384,Y,53,929.07,High
2385,2385,Y,35,856.14,Low
2386,2386,Y,89,183.99,Medium
2387,2387,Y,59,998.73,High
2388,2388,Y,42,821.59,High
2389,2389,N,37,684.53,Low
2390,2390,Y,88,677.34,High
2391,2391,Y,71,64.61,Low
2392,2392,Y,50,724.8,High
2393,2393,Y,86,578.51,Low
2394,2394,Y,20,145.29,Low
2395,2395,Y,27,827.56,High
2396,2396,Y,30,798.33,High
2397,2397,Y,30,818.43,Low
2398,2398,Y,51,975.17,Medium
2399,2399,Y,33,191.09,Low
2400,2400,Y,77,392.68,Low
2401,2401,Y,19,844.32,High
2402,2402,N,82,806.88,Medium
2403,2403,N,45,133.85,Low
2404,2404,Y,85,283.62,Low
2405,2405,Y,39,895.42,Low
2406,2406,Y,41,463.82,Low
2407,2407,Y,36,221.98,High
2408,2408,N,58,515.81,Low
2409,2409,Y,10,249.54,Medium
2410,2410,Y,13,235.22,Medium
2411,2411,N,40,211.92,Low
2412,2412,Y,16,648.82,High
2413,2413,Y,43,532.66,Low
2414,2414,Y,56,818.73,Medium
2415,2415,Y,80,40.3,High
2416,2416,N,73,683.96,Low
2417,2417,Y,43,312.94,Low
2418,2418,Y,21,192.71,Low
2419,2419,Y,82,441.74,Low
2420,2420,Y,33,411.1,Low
2421,2421,Y,49,393.2,High
2422,2422,Y,4,981.76,Medium
2423,2423,Y,36,894.76,High
2424,2424,Y,19,610.6,High
2425,2425,Y,18,500.17,Medium
2426,2426,Y,20,366.27,High
2427,2427,Y,16,756.87,High
2428,2428,N,79,675.57,High
2429,2429,Y,83,490.91,Medium
2430,2430,Y,33,478.6,Medium
2431,2431,Y,12,128.61,Medium
2432,2432,Y,70,171.18,Low
2433,2433,Y,2,971.85,High
2434,2434,N,77,447.48,Low
2435,2435,Y,0,921.19,Low
2436,2436,Y,64,65.95,Low
2437,2437,Y,71,581.69,Medium
2438,2438,Y,64,20.4,Low
2439,2439,N,76,127.74,Low
2440,2440,Y,31,137.56,Medium
2441,2441,Y,14,480.65,Low
2442,2442,Y,1,17.02,High
2443,2443,Y,57,103.95,Low
2444,2444,Y,25,52.87,High
2445,2445,Y,71,357.02,Medium
2446,2446,Y,45,448.33,Medium
2447,2447,Y,47,115.34,High
2448,2448,Y,82,108.55,Low
2449,2449,Y,26,957.57,Medium
2450,2450,Y,47,440.16,Low
2451,2451,Y,78,925.91,High
2452,2452,Y,81,504.02,Low
2453,2453,Y,54,524.55,Medium
2454,2454,N,25,544.71,High
2455,2455,Y,77,574.57,Low
2456,2456,Y,30,157.34,Medium
2457,2457,N,69,578.72,Low
2458,2458,Y,59,145.82,Low
2459,2459,N,59,767.36,Low
2460,2460,Y,63,114.63,Low
2461,2461,Y,10,103.25,Medium
2462,2462,Y,56,836.98,Low
2463,2463,N,51,261.74,High
2464,2464,Y,75,359.0,High
2465,2465,Y,32,158.51,Medium
2466,2466,Y,0,687.89,Low
2467,2467,N,39,728.01,Low
2468,2468,Y,68,202.52,Low
2469,2469,Y,77,138.84,Medium
2470,2470,Y,37,860.52,Medium
