EngagementID,UserID,ActionType,ActionDate,DeviceType,Duration
8196,2265,Created a group,2024-12-09,Web,5635
8197,4176,Joined a group,2024-09-26,Mobile,2572
8198,2874,Added a transaction,2024-06-02,Mobile,928
8199,1363,Created a group,2023-03-23,Mobile,2326
8200,4793,Joined a group,2024-10-04,Web,4335
8201,4450,Added a transaction,2024-12-21,Mobile,395
8202,1868,Added a transaction,2024-02-26,Mobile,1559
8203,2234,Created a group,2023-04-14,Mobile,1188
8204,4443,Added a transaction,2023-12-01,Mobile,2575
8205,1755,Created a group,2024-10-13,Mobile,2265
8206,1612,Added a transaction,2023-07-29,Mobile,3517
8207,4561,Joined a group,2023-06-26,Mobile,536
8208,4522,Created a group,2023-03-05,Web,1191
8209,228,Created a group,2023-02-10,Web,3100
8210,723,Joined a group,2023-06-18,Web,2894
8211,4846,Joined a group,2023-06-24,Mobile,1715
8212,3917,Created a group,2024-08-08,Web,3528
8213,4912,Created a group,2024-10-20,Mobile,2652
8214,45,Joined a group,2024-11-20,Mobile,1334
8215,4489,Added a transaction,2023-06-23,Web,634
8216,3898,Added a transaction,2023-07-02,Web,3041
8217,3865,Added a transaction,2023-07-15,Mobile,2885
8218,4419,Joined a group,2023-04-06,Web,2938
8219,4355,Joined a group,2023-05-28,Web,1280
8220,4865,Joined a group,2024-05-31,Mobile,1638
8221,3828,Created a group,2023-07-02,Mobile,73
8222,312,Created a group,2023-03-27,Web,203
8223,3765,Added a transaction,2024-11-21,Mobile,3026
8224,3457,Joined a group,2023-10-09,Mobile,2763
8225,1572,Added a transaction,2023-02-13,Web,1233
8226,4785,Created a group,2024-09-13,Mobile,1518
8227,2728,Created a group,2023-12-18,Mobile,2670
8228,1525,Added a transaction,2023-08-04,Web,3359
8229,919,Added a transaction,2023-04-11,Mobile,1875
8230,4046,Added a transaction,2024-01-24,Mobile,2596
8231,3242,Added a transaction,2023-04-02,Mobile,2884
8232,429,Created a group,2023-07-12,Mobile,3380
8233,3679,Joined a group,2023-09-14,Mobile,2129
8234,4169,Created a group,2023-05-23,Web,3018
8235,3708,Joined a group,2024-07-25,Mobile,1066
8236,4163,Added a transaction,2023-10-26,Mobile,1277
8237,2422,Added a transaction,2023-12-16,Mobile,1090
8238,3436,Added a transaction,2024-09-23,Mobile,1571
8239,1125,Created a group,2023-05-30,Mobile,2741
8240,159,Joined a group,2023-07-23,Mobile,2724
8241,394,Added a transaction,2023-01-30,Mobile,149
8242,2073,Created a group,2024-04-22,Mobile,3379
8243,3617,Joined a group,2024-01-30,Web,1312
8244,2206,Joined a group,2024-07-26,Web,5804
8245,2423,Added a transaction,2023-07-07,Mobile,2141
8246,2502,Joined a group,2023-11-30,Web,2478
8247,2902,Created a group,2023-05-16,Web,2283
8248,598,Added a transaction,2024-06-25,Mobile,499
8249,97,Joined a group,2023-08-28,Mobile,2083
8250,3169,Joined a group,2024-07-14,Web,3685
8251,3424,Created a group,2023-01-20,Mobile,317
8252,2426,Joined a group,2023-06-13,Mobile,2363
8253,1402,Created a group,2023-06-22,Mobile,3355
8254,2137,Added a transaction,2023-12-17,Mobile,1882
8255,3611,Added a transaction,2023-03-09,Mobile,2474
8256,1350,Created a group,2023-10-06,Web,3387
8257,3796,Added a transaction,2023-01-06,Web,2651
8258,3149,Joined a group,2023-07-31,Web,2066
8259,4066,Added a transaction,2024-11-28,Mobile,1111
8260,2278,Joined a group,2024-07-16,Mobile,1843
8261,1070,Joined a group,2024-10-29,Web,5146
8262,1418,Created a group,2024-12-04,Mobile,3319
8263,209,Added a transaction,2023-12-13,Mobile,1562
8264,2300,Joined a group,2023-10-01,Web,230
8265,1474,Created a group,2023-03-07,Web,765
8266,4010,Created a group,2024-12-15,Web,4333
8267,475,Added a transaction,2024-08-15,Mobile,3151
8268,3458,Added a transaction,2023-04-29,Mobile,2586
8269,2704,Created a group,2023-08-25,Mobile,45
8270,4797,Joined a group,2024-09-21,Mobile,406
8271,3276,Joined a group,2024-12-16,Mobile,3139
8272,1056,Joined a group,2024-12-03,Mobile,853
8273,4656,Created a group,2024-10-31,Mobile,402
8274,4915,Added a transaction,2023-05-21,Web,3314
8275,2448,Created a group,2024-05-18,Mobile,893
8276,1642,Created a group,2023-03-13,Web,2304
8277,3996,Added a transaction,2023-02-28,Mobile,2046
8278,1431,Added a transaction,2023-12-27,Mobile,3536
8279,3606,Created a group,2023-05-08,Web,635
8280,4391,Added a transaction,2024-08-15,Mobile,3009
8281,2171,Created a group,2023-11-13,Web,1819
8282,1710,Created a group,2024-04-13,Mobile,1882
8283,3379,Added a transaction,2023-09-07,Web,161
8284,4093,Created a group,2024-09-23,Web,6573
8285,4259,Joined a group,2023-09-14,Web,2531
8286,1352,Added a transaction,2023-08-01,Mobile,2071
8287,3637,Added a transaction,2024-11-27,Web,6542
8288,2795,Joined a group,2023-05-20,Web,461
8289,3752,Created a group,2024-01-21,Web,4908
8290,1235,Joined a group,2024-03-10,Mobile,3536
8291,2254,Joined a group,2024-08-31,Web,1815
8292,4886,Added a transaction,2023-08-20,Web,477
8293,535,Created a group,2024-11-07,Mobile,878
8294,1099,Created a group,2024-02-18,Mobile,658
8295,3899,Created a group,2024-01-23,Web,284
8296,4263,Created a group,2023-02-05,Mobile,2388
8297,3518,Joined a group,2023-10-11,Mobile,1183
8298,928,Added a transaction,2023-06-20,Mobile,2985
8299,3618,Created a group,2024-07-14,Mobile,3353
8300,347,Joined a group,2024-02-08,Web,5734
8301,747,Created a group,2023-02-11,Web,3482
8302,4378,Created a group,2024-04-06,Web,2314
8303,830,Added a transaction,2023-06-11,Mobile,330
8304,3336,Joined a group,2024-07-21,Mobile,1073
8305,221,Created a group,2024-04-22,Mobile,3011
8306,4296,Created a group,2023-03-17,Mobile,523
8307,3403,Created a group,2023-05-09,Mobile,360
8308,3257,Joined a group,2023-09-07,Mobile,426
8309,3868,Added a transaction,2023-12-26,Mobile,138
8310,3622,Created a group,2024-12-14,Mobile,1622
8311,587,Added a transaction,2023-11-19,Mobile,3432
8312,2374,Joined a group,2023-01-23,Mobile,1449
8313,1724,Created a group,2023-02-04,Web,3090
8314,2995,Joined a group,2023-08-14,Web,329
8315,4230,Created a group,2023-03-25,Web,778
8316,906,Added a transaction,2023-10-13,Web,2763
8317,804,Joined a group,2024-08-31,Mobile,1176
8318,3899,Joined a group,2024-05-01,Web,3118
8319,956,Joined a group,2023-03-31,Mobile,1443
8320,4107,Created a group,2023-03-04,Mobile,2257
8321,3838,Created a group,2023-03-06,Mobile,1623
8322,1470,Joined a group,2023-04-22,Mobile,3576
8323,303,Added a transaction,2024-01-06,Mobile,1251
8324,1812,Joined a group,2024-07-20,Web,4134
8325,935,Added a transaction,2024-08-30,Mobile,1885
8326,3554,Added a transaction,2023-06-07,Mobile,670
8327,252,Created a group,2023-04-23,Web,2247
8328,2716,Added a transaction,2023-04-23,Web,3327
8329,4868,Added a transaction,2023-10-17,Mobile,54
8330,3418,Created a group,2023-08-14,Web,2057
8331,3668,Created a group,2024-12-07,Mobile,3164
8332,1228,Joined a group,2023-05-07,Mobile,320
8333,2040,Added a transaction,2024-01-18,Web,5708
8334,2380,Added a transaction,2023-12-26,Mobile,3164
8335,1123,Added a transaction,2023-04-07,Web,2150
8336,4715,Added a transaction,2024-10-15,Mobile,1612
8337,2128,Joined a group,2024-02-10,Mobile,413
8338,659,Added a transaction,2024-06-04,Web,3358
8339,1471,Joined a group,2024-02-07,Mobile,1848
8340,477,Joined a group,2024-08-12,Web,7227
8341,4898,Created a group,2024-04-07,Web,721
8342,2567,Created a group,2023-04-27,Mobile,359
8343,871,Joined a group,2024-05-16,Web,7646
8344,2704,Joined a group,2024-07-26,Web,4252
8345,3172,Added a transaction,2024-07-07,Mobile,205
8346,619,Added a transaction,2024-12-15,Mobile,1275
8347,4283,Added a transaction,2023-07-04,Mobile,732
8348,4797,Added a transaction,2023-02-05,Mobile,2259
8349,3123,Added a transaction,2023-09-01,Web,1405
8350,1356,Added a transaction,2024-04-04,Web,5410
8351,4516,Created a group,2024-07-11,Mobile,2057
8352,19,Created a group,2024-12-23,Web,3682
8353,2793,Added a transaction,2024-09-14,Mobile,1711
8354,578,Joined a group,2024-06-16,Mobile,2736
8355,2849,Added a transaction,2024-03-18,Web,544
8356,4339,Created a group,2023-01-21,Mobile,3186
8357,866,Joined a group,2023-03-23,Mobile,705
8358,2625,Created a group,2024-05-22,Mobile,265
8359,2044,Added a transaction,2023-11-26,Web,1133
8360,4896,Created a group,2024-05-02,Web,1712
8361,2792,Joined a group,2023-06-18,Mobile,3109
8362,4354,Joined a group,2023-01-28,Web,1965
8363,4962,Added a transaction,2024-12-26,Mobile,2940
8364,3653,Created a group,2023-09-04,Mobile,1724
8365,2273,Joined a group,2023-05-17,Mobile,2611
8366,3352,Added a transaction,2023-02-08,Web,3592
8367,3147,Created a group,2024-12-15,Mobile,2514
8368,3463,Added a transaction,2024-12-05,Mobile,1433
8369,3867,Created a group,2023-12-01,Web,1690
8370,3844,Joined a group,2023-07-04,Mobile,1122
8371,802,Joined a group,2023-06-24,Mobile,434
8372,4357,Created a group,2024-05-31,Web,4594
8373,2622,Created a group,2024-07-01,Mobile,234
8374,4240,Joined a group,2024-01-04,Web,6771
8375,3983,Joined a group,2023-08-15,Web,3232
8376,4145,Joined a group,2023-06-01,Web,360
8377,4361,Created a group,2024-05-13,Web,1433
8378,3809,Added a transaction,2023-06-01,Mobile,1604
8379,1025,Created a group,2023-03-24,Web,1306
8380,1310,Added a transaction,2023-02-22,Mobile,1598
8381,1508,Created a group,2024-03-19,Web,7611
8382,1901,Created a group,2024-10-01,Mobile,603
8383,2059,Added a transaction,2023-12-13,Web,2808
8384,4175,Created a group,2024-04-07,Web,4914
8385,3337,Joined a group,2024-12-09,Web,1571
8386,701,Added a transaction,2024-04-06,Mobile,2379
8387,3424,Joined a group,2023-06-16,Web,2330
8388,998,Added a transaction,2023-03-10,Web,2138
8389,1182,Added a transaction,2023-03-27,Web,1891
8390,4725,Joined a group,2023-06-21,Web,1417
8391,3236,Joined a group,2024-09-22,Mobile,417
8392,4148,Created a group,2023-07-24,Mobile,2131
8393,3047,Added a transaction,2023-05-22,Mobile,2690
8394,2434,Joined a group,2024-06-10,Web,5009
8395,3560,Added a transaction,2023-07-16,Mobile,891
8396,3589,Created a group,2023-10-14,Web,2131
8397,1814,Created a group,2024-02-06,Web,5285
8398,450,Created a group,2024-05-02,Web,1313
8399,3384,Added a transaction,2023-05-21,Mobile,2002
8400,1645,Created a group,2023-01-15,Mobile,3273
8401,694,Joined a group,2024-01-22,Mobile,1266
8402,2353,Created a group,2023-02-05,Web,710
8403,4849,Created a group,2024-03-21,Mobile,3073
8404,3348,Added a transaction,2023-01-19,Web,758
8405,758,Joined a group,2023-02-27,Web,197
8406,2623,Added a transaction,2024-04-16,Web,2481
8407,4012,Joined a group,2024-02-07,Web,5066
8408,1291,Joined a group,2024-04-29,Web,5170
8409,3450,Added a transaction,2023-05-03,Mobile,2408
8410,1247,Created a group,2024-08-15,Mobile,82
8411,3430,Joined a group,2023-07-16,Web,1229
8412,3278,Created a group,2024-02-09,Mobile,1383
8413,4643,Added a transaction,2024-06-03,Web,5339
8414,2279,Created a group,2023-10-02,Web,1110
8415,982,Created a group,2023-05-31,Mobile,2398
8416,579,Added a transaction,2024-03-10,Mobile,2714
8417,2608,Added a transaction,2023-04-26,Mobile,2153
8418,1609,Added a transaction,2024-04-15,Mobile,3066
8419,1489,Joined a group,2024-03-13,Web,1594
8420,50,Joined a group,2024-01-14,Mobile,2136
8421,4803,Added a transaction,2024-06-14,Web,3218
8422,2206,Joined a group,2024-02-01,Mobile,2388
8423,3669,Added a transaction,2024-04-10,Mobile,2729
8424,4059,Joined a group,2024-12-27,Web,2284
8425,3270,Created a group,2023-05-10,Mobile,1532
8426,1951,Added a transaction,2024-10-10,Mobile,852
8427,500,Created a group,2024-07-29,Mobile,43
8428,4634,Added a transaction,2023-08-01,Web,963
8429,2161,Joined a group,2024-11-27,Mobile,3155
8430,1820,Added a transaction,2024-07-28,Mobile,881
8431,779,Joined a group,2024-11-14,Web,565
8432,2633,Added a transaction,2023-12-11,Web,1456
8433,4553,Created a group,2023-12-18,Mobile,46
8434,938,Added a transaction,2024-05-06,Mobile,856
8435,4624,Added a transaction,2024-02-24,Mobile,3517
8436,1860,Added a transaction,2023-02-05,Web,903
8437,3199,Added a transaction,2023-02-15,Mobile,1286
8438,831,Added a transaction,2024-03-07,Web,5096
8439,2967,Added a transaction,2023-03-10,Web,2210
8440,4969,Created a group,2024-08-02,Mobile,884
8441,1639,Created a group,2023-02-24,Mobile,1316
8442,4114,Joined a group,2024-05-19,Web,2381
8443,1349,Added a transaction,2024-11-14,Mobile,3522
8444,1619,Created a group,2023-01-18,Web,2740
8445,795,Joined a group,2023-04-23,Mobile,1835
8446,4364,Joined a group,2023-03-03,Web,981
8447,103,Added a transaction,2023-11-25,Web,146
8448,460,Created a group,2023-10-15,Web,925
8449,4595,Joined a group,2024-08-09,Mobile,916
8450,222,Joined a group,2023-02-03,Web,1161
8451,323,Created a group,2023-06-15,Web,182
8452,3787,Created a group,2024-02-09,Mobile,3287
8453,413,Created a group,2023-04-24,Web,2611
8454,2238,Created a group,2024-09-04,Web,4676
8455,2887,Added a transaction,2024-08-14,Mobile,3060
8456,1528,Created a group,2023-06-20,Mobile,2040
8457,2651,Joined a group,2024-09-17,Mobile,1070
8458,2101,Created a group,2023-11-19,Web,2601
8459,322,Created a group,2023-02-27,Web,1927
8460,3301,Added a transaction,2024-11-12,Web,2299
8461,1745,Joined a group,2024-09-26,Web,1273
8462,3661,Created a group,2023-05-24,Web,2691
8463,2943,Added a transaction,2024-05-02,Mobile,3285
8464,4611,Joined a group,2023-02-10,Mobile,177
8465,3540,Added a transaction,2024-08-21,Mobile,2139
8466,3471,Joined a group,2023-07-27,Web,169
8467,2674,Added a transaction,2024-11-10,Mobile,2080
8468,167,Added a transaction,2024-10-01,Web,3589
8469,4868,Joined a group,2024-05-28,Mobile,1551
8470,3344,Added a transaction,2024-02-10,Web,7095
8471,2668,Joined a group,2023-09-08,Web,3412
8472,906,Added a transaction,2023-08-27,Web,2973
8473,4193,Joined a group,2023-06-17,Web,1730
8474,4520,Added a transaction,2023-01-10,Mobile,1894
8475,1337,Joined a group,2023-02-06,Mobile,666
8476,1323,Added a transaction,2024-11-02,Web,4236
8477,2881,Joined a group,2023-07-02,Mobile,1010
8478,1161,Joined a group,2024-06-12,Web,5762
8479,4704,Joined a group,2023-09-06,Mobile,2335
8480,2800,Created a group,2024-02-12,Mobile,526
8481,2419,Created a group,2024-08-19,Mobile,569
8482,182,Created a group,2024-02-22,Mobile,1124
8483,2326,Added a transaction,2023-11-09,Mobile,945
8484,2757,Created a group,2024-04-26,Mobile,357
8485,4431,Added a transaction,2024-05-28,Web,3632
8486,1935,Created a group,2024-10-18,Web,5048
8487,515,Joined a group,2024-12-29,Mobile,298
8488,1255,Created a group,2024-10-22,Web,2437
8489,4376,Created a group,2023-10-01,Mobile,152
8490,4456,Added a transaction,2024-03-19,Mobile,910
8491,2748,Added a transaction,2023-07-01,Mobile,690
8492,2548,Added a transaction,2024-07-26,Mobile,2532
8493,4751,Created a group,2024-09-10,Web,7263
8494,1880,Joined a group,2023-10-25,Web,142
8495,4406,Created a group,2024-02-01,Mobile,2685
8496,175,Joined a group,2023-02-05,Web,93
8497,3555,Joined a group,2024-05-07,Mobile,337
8498,3002,Joined a group,2023-02-06,Mobile,691
8499,4455,Created a group,2024-06-15,Mobile,2675
8500,45,Added a transaction,2023-03-13,Mobile,2319
8501,2147,Added a transaction,2023-01-22,Web,57
8502,268,Joined a group,2024-09-27,Mobile,2040
8503,1929,Created a group,2023-08-23,Web,2463
8504,4463,Created a group,2023-11-12,Web,2631
8505,4542,Created a group,2023-08-29,Mobile,2773
8506,977,Added a transaction,2024-01-03,Mobile,957
8507,2077,Created a group,2023-04-30,Mobile,1400
8508,1137,Added a transaction,2024-02-19,Web,1618
8509,1183,Joined a group,2024-11-03,Web,791
8510,2732,Added a transaction,2024-12-01,Web,67
8511,4365,Added a transaction,2023-09-20,Web,2301
8512,2077,Added a transaction,2023-03-31,Mobile,447
8513,1826,Joined a group,2023-06-09,Mobile,1708
8514,3761,Added a transaction,2024-03-24,Web,4700
8515,4467,Joined a group,2023-07-18,Web,2322
8516,950,Joined a group,2024-10-18,Web,5884
8517,3655,Created a group,2023-11-13,Mobile,1571
8518,4047,Created a group,2023-11-13,Web,1518
8519,2612,Joined a group,2024-11-08,Mobile,3365
8520,1523,Created a group,2024-04-17,Mobile,2806
8521,4525,Created a group,2024-11-29,Web,6599
8522,4544,Created a group,2023-11-19,Mobile,3576
8523,3850,Added a transaction,2023-10-12,Mobile,1849
8524,151,Created a group,2023-01-08,Web,1061
8525,2232,Added a transaction,2023-02-13,Web,1514
8526,2169,Added a transaction,2024-10-08,Mobile,323
8527,4115,Created a group,2023-11-04,Mobile,2225
8528,4639,Joined a group,2024-11-03,Mobile,1603
8529,3911,Added a transaction,2023-07-03,Mobile,3139
8530,3645,Joined a group,2023-05-27,Web,359
8531,1447,Added a transaction,2024-10-02,Web,4858
8532,4521,Added a transaction,2023-12-29,Web,2188
8533,2181,Added a transaction,2023-10-25,Web,2053
8534,5,Joined a group,2023-12-02,Web,1947
8535,3284,Added a transaction,2023-07-12,Mobile,2695
8536,4546,Added a transaction,2024-03-13,Mobile,3452
8537,2949,Joined a group,2023-09-12,Mobile,1903
8538,369,Created a group,2024-05-25,Web,5207
8539,4548,Joined a group,2023-02-01,Web,325
8540,3370,Added a transaction,2024-08-09,Mobile,341
8541,4636,Created a group,2024-12-07,Web,3543
8542,3356,Joined a group,2023-01-29,Web,1907
8543,4465,Joined a group,2023-07-31,Web,2676
8544,2668,Added a transaction,2024-07-10,Mobile,3368
8545,1846,Joined a group,2024-02-08,Web,8485
8546,4281,Joined a group,2024-02-18,Web,4184
8547,2077,Created a group,2023-04-12,Mobile,1149
8548,4795,Joined a group,2023-08-17,Web,2924
8549,3238,Added a transaction,2024-08-21,Mobile,475
8550,3910,Created a group,2023-12-10,Web,1909
8551,3865,Joined a group,2023-10-12,Web,1729
8552,4679,Created a group,2024-03-08,Web,700
8553,1168,Created a group,2023-01-11,Web,2651
8554,651,Created a group,2024-05-16,Web,3648
8555,4616,Created a group,2023-05-13,Mobile,1229
8556,470,Joined a group,2024-06-16,Mobile,868
8557,2668,Joined a group,2024-08-21,Mobile,2180
8558,1947,Joined a group,2023-12-19,Mobile,1184
8559,3552,Created a group,2023-01-23,Web,3520
8560,3074,Created a group,2024-07-09,Web,4062
8561,2594,Added a transaction,2023-12-28,Web,1622
8562,1963,Added a transaction,2023-01-26,Mobile,1581
8563,87,Joined a group,2023-08-07,Mobile,1279
8564,4059,Added a transaction,2023-04-11,Web,1440
8565,4135,Created a group,2023-11-27,Mobile,3473
8566,1807,Added a transaction,2023-11-15,Mobile,2770
8567,4643,Joined a group,2023-05-08,Web,2782
8568,305,Added a transaction,2024-04-12,Web,1706
8569,2134,Joined a group,2023-02-05,Web,3553
8570,1599,Created a group,2023-09-29,Mobile,2425
8571,2805,Created a group,2023-02-07,Web,2996
8572,1035,Added a transaction,2023-04-06,Mobile,3564
8573,1406,Created a group,2024-03-18,Mobile,2501
8574,2464,Created a group,2023-02-19,Web,1362
8575,679,Created a group,2024-11-01,Mobile,1407
8576,4111,Joined a group,2023-07-14,Mobile,1299
8577,1464,Joined a group,2023-05-07,Web,3491
8578,4528,Joined a group,2024-11-05,Web,3232
8579,556,Added a transaction,2024-08-11,Mobile,1843
8580,1919,Joined a group,2024-07-23,Web,4782
8581,1920,Joined a group,2023-05-17,Mobile,2931
8582,4927,Joined a group,2023-04-25,Web,544
8583,3372,Created a group,2023-12-02,Mobile,3325
8584,1223,Added a transaction,2023-02-27,Web,53
8585,385,Created a group,2024-07-14,Mobile,967
8586,483,Created a group,2023-12-31,Web,540
8587,2362,Joined a group,2024-04-19,Mobile,2174
8588,1201,Created a group,2023-03-04,Web,1820
8589,1532,Joined a group,2024-05-08,Mobile,3459
8590,2391,Joined a group,2024-02-10,Mobile,2388
8591,4169,Added a transaction,2023-03-29,Mobile,1867
8592,3673,Added a transaction,2023-09-08,Web,3220
8593,882,Created a group,2023-08-19,Web,3127
8594,1674,Added a transaction,2023-12-30,Mobile,2208
8595,4883,Created a group,2024-01-21,Mobile,909
8596,2463,Created a group,2023-09-27,Mobile,284
8597,1400,Added a transaction,2023-08-24,Web,1086
8598,536,Created a group,2024-03-29,Mobile,1093
8599,3623,Created a group,2023-07-15,Mobile,1574
8600,3188,Joined a group,2024-08-13,Web,2489
8601,3054,Added a transaction,2024-08-23,Web,2348
8602,557,Added a transaction,2024-05-03,Web,7380
8603,1289,Joined a group,2023-11-27,Web,2495
8604,4770,Joined a group,2023-05-01,Web,3340
8605,1060,Joined a group,2023-07-20,Web,3571
8606,3822,Created a group,2023-05-29,Mobile,1880
8607,4776,Joined a group,2024-08-08,Web,6507
8608,580,Joined a group,2024-08-13,Web,4855
8609,997,Added a transaction,2023-02-28,Web,758
8610,3714,Added a transaction,2023-08-31,Mobile,2860
8611,2101,Joined a group,2023-07-11,Web,3432
8612,1105,Created a group,2023-07-03,Web,164
8613,1150,Joined a group,2023-02-03,Mobile,2996
8614,602,Joined a group,2024-07-30,Mobile,906
8615,1296,Added a transaction,2023-05-21,Web,2898
8616,1765,Added a transaction,2023-07-30,Web,1987
8617,3465,Added a transaction,2024-04-08,Mobile,1489
8618,1843,Added a transaction,2023-02-26,Web,670
8619,4949,Created a group,2023-05-10,Mobile,3408
8620,533,Joined a group,2023-12-14,Mobile,540
8621,1701,Created a group,2024-08-22,Mobile,881
8622,4694,Created a group,2024-09-18,Mobile,1099
8623,2623,Created a group,2023-10-08,Mobile,2692
8624,3265,Added a transaction,2024-10-02,Web,3138
8625,4016,Joined a group,2023-11-24,Web,1635
8626,1461,Created a group,2024-09-17,Mobile,594
8627,37,Joined a group,2023-05-19,Mobile,2225
8628,2069,Added a transaction,2023-04-17,Mobile,2871
8629,2336,Created a group,2024-06-11,Mobile,3504
8630,4005,Joined a group,2024-06-11,Web,938
8631,3114,Created a group,2023-02-23,Web,1430
8632,2788,Joined a group,2023-08-09,Mobile,2450
8633,905,Joined a group,2024-10-25,Web,5119
8634,1944,Added a transaction,2024-12-22,Mobile,566
8635,4384,Added a transaction,2023-11-03,Web,1061
8636,2916,Created a group,2024-09-28,Web,7668
8637,1626,Created a group,2023-04-26,Web,2672
8638,3423,Joined a group,2023-06-10,Mobile,859
8639,4793,Joined a group,2023-02-27,Mobile,3382
8640,2605,Created a group,2024-12-04,Mobile,2126
8641,4022,Created a group,2024-03-06,Mobile,1664
8642,3200,Added a transaction,2024-12-09,Web,4154
8643,1642,Added a transaction,2023-11-21,Mobile,2882
8644,4816,Created a group,2024-06-29,Mobile,2940
8645,1252,Added a transaction,2023-10-28,Web,3421
8646,2358,Added a transaction,2023-12-29,Mobile,2425
8647,3939,Created a group,2024-12-06,Mobile,2958
8648,76,Joined a group,2023-03-25,Web,2863
8649,3825,Created a group,2023-01-23,Web,1117
8650,4790,Created a group,2023-08-02,Mobile,310
8651,3190,Created a group,2023-01-26,Web,478
8652,4305,Added a transaction,2024-10-26,Mobile,3419
8653,1667,Created a group,2023-10-04,Mobile,481
8654,1672,Joined a group,2023-06-11,Web,2637
8655,2163,Joined a group,2023-11-30,Mobile,1455
8656,3902,Created a group,2024-08-04,Web,1244
8657,2130,Created a group,2024-01-06,Mobile,2929
8658,627,Created a group,2024-02-05,Mobile,1556
8659,1298,Joined a group,2024-09-07,Mobile,117
8660,628,Joined a group,2023-09-16,Mobile,3024
8661,4766,Created a group,2023-10-08,Web,2357
8662,3637,Added a transaction,2023-05-08,Web,2664
8663,1395,Added a transaction,2024-01-09,Web,4005
8664,1031,Joined a group,2023-07-20,Mobile,630
8665,4290,Joined a group,2023-05-15,Mobile,2534
8666,2922,Added a transaction,2024-08-06,Mobile,2586
8667,4060,Added a transaction,2024-12-02,Web,5491
8668,4476,Created a group,2023-06-06,Web,1415
8669,920,Joined a group,2023-08-05,Web,3243
8670,1936,Joined a group,2023-07-26,Web,544
8671,1610,Joined a group,2024-08-09,Mobile,211
8672,3696,Added a transaction,2023-09-15,Mobile,2068
8673,4031,Created a group,2024-05-24,Mobile,2914
8674,1873,Joined a group,2024-09-10,Web,5374
8675,4322,Created a group,2024-02-26,Mobile,1248
8676,993,Joined a group,2023-12-20,Web,74
8677,2881,Created a group,2023-04-04,Mobile,3462
8678,3628,Created a group,2023-09-06,Web,2595
8679,4523,Created a group,2023-10-09,Mobile,2578
8680,2700,Added a transaction,2024-02-05,Mobile,878
8681,271,Added a transaction,2023-09-15,Web,1938
8682,1075,Joined a group,2024-05-03,Mobile,822
8683,2759,Created a group,2023-01-02,Mobile,2935
8684,98,Joined a group,2024-05-16,Mobile,1834
8685,311,Created a group,2023-12-24,Mobile,3302
8686,792,Joined a group,2024-04-12,Mobile,3114
8687,2254,Joined a group,2023-01-16,Web,2912
8688,1081,Created a group,2023-09-02,Mobile,3084
8689,2187,Joined a group,2023-11-16,Mobile,1982
8690,3379,Joined a group,2023-10-10,Mobile,2601
8691,2396,Created a group,2024-03-04,Mobile,411
8692,360,Added a transaction,2023-11-24,Mobile,1515
8693,2327,Added a transaction,2024-03-20,Web,2381
8694,1849,Added a transaction,2023-07-23,Mobile,202
8695,1045,Created a group,2024-09-09,Mobile,1194
8696,4689,Added a transaction,2024-04-18,Web,4626
8697,3968,Added a transaction,2023-06-26,Web,2628
8698,1428,Joined a group,2023-05-10,Mobile,2346
8699,388,Created a group,2023-06-10,Web,883
8700,1394,Added a transaction,2024-10-31,Mobile,1585
8701,4656,Added a transaction,2023-06-27,Mobile,545
8702,3331,Created a group,2023-11-27,Web,1692
8703,4384,Added a transaction,2023-12-19,Mobile,1717
8704,4079,Created a group,2023-08-31,Web,1705
8705,2829,Joined a group,2024-12-14,Mobile,1512
8706,1333,Created a group,2023-10-31,Web,614
8707,2883,Added a transaction,2023-04-14,Mobile,502
8708,2779,Joined a group,2024-05-10,Mobile,1488
8709,2615,Added a transaction,2024-01-12,Web,5168
8710,2780,Joined a group,2023-05-01,Mobile,57
8711,3380,Joined a group,2023-05-26,Web,2396
8712,2977,Joined a group,2024-01-23,Web,3836
8713,1660,Joined a group,2023-02-14,Web,1143
8714,423,Created a group,2023-05-23,Mobile,280
8715,2601,Created a group,2023-03-13,Web,2240
8716,4070,Created a group,2023-03-27,Web,3087
8717,3524,Created a group,2024-02-29,Web,3500
8718,1477,Joined a group,2023-07-24,Web,2872
8719,2829,Added a transaction,2024-09-28,Web,264
8720,1415,Created a group,2024-01-10,Mobile,2088
8721,4100,Added a transaction,2023-07-10,Web,3479
8722,7,Added a transaction,2023-08-16,Web,1052
8723,4341,Created a group,2024-05-31,Web,5920
8724,2261,Created a group,2023-02-02,Mobile,1307
8725,3629,Created a group,2024-01-14,Mobile,1199
8726,2993,Created a group,2024-08-21,Mobile,1437
8727,3845,Created a group,2024-09-23,Web,4456
8728,4754,Joined a group,2023-04-30,Mobile,1157
8729,4429,Created a group,2023-07-19,Web,1094
8730,3803,Joined a group,2024-09-04,Mobile,1298
8731,843,Created a group,2024-10-30,Web,873
8732,1993,Joined a group,2024-03-20,Mobile,894
8733,920,Joined a group,2023-03-18,Mobile,3439
8734,165,Joined a group,2023-02-27,Mobile,3534
8735,1811,Joined a group,2024-06-05,Web,2092
8736,1931,Added a transaction,2024-08-11,Web,6101
8737,3174,Added a transaction,2023-05-25,Web,2488
8738,1461,Added a transaction,2023-07-20,Mobile,2660
8739,1971,Joined a group,2024-06-27,Mobile,132
